# time = 0
# grid points = 201
# Domain Size = 2
# pressure (Pa) = 101325
#          1_pos          2_posf         3_uvel         4_vvel         5_wvel
 -0.742687873490 -0.745055330090 17.808617656000 -0.161083719490 -0.221442642340
 -0.739338060670 -0.740320416900 16.902774171000 -0.174599914580 -0.231464318240
 -0.737546561110 -0.738355704430 16.207876323000 -0.209715494830 -0.263673706990
 -0.735815761170 -0.736737417790 15.526503953000 -0.280324397900 -0.331415694390
 -0.732931000020 -0.734894104550 14.655271366000 -0.487640811520 -0.534714774030
 -0.727046513490 -0.730967895490 14.395205809000 -0.911505738050 -0.957070734400
 -0.719203749470 -0.723125131480 14.336124543000 -0.926340229830 -0.975578481980
 -0.711360985460 -0.715282367470 14.328743319000 -0.916085865210 -0.966643342420
 -0.703518221450 -0.707439603450 14.411063378000 -0.957420221260 -1.007984240000
 -0.697866804170 -0.699596839440 14.773740722000 -0.586022813600 -0.641071615020
 -0.695203892150 -0.696136768900 15.596024877000 -0.437062437750 -0.497180151480
 -0.693447905620 -0.694271015400 16.307330434000 -0.380671916350 -0.444343149960
 -0.691547429660 -0.692624795850 17.055374922000 -0.362196071520 -0.429021836080
 -0.688836248690 -0.690470063470 17.849607703000 -0.373055323390 -0.445389909900
 -0.685568619150 -0.687202433920 18.093468926000 -0.393327174280 -0.470927306150
 -0.681869288390 -0.683934804370 18.102318658000 -0.393790789590 -0.472186617500
 -0.677738256420 -0.679803772400 18.074468517000 -0.382733329480 -0.464937747510
 -0.671541708470 -0.675672740440 18.090546091000 -0.338323756290 -0.427146041710
 -0.659148612570 -0.667410676500 18.264579130000 -0.241610313850 -0.345414002760
 -0.638613593620 -0.650886548640 18.799798182000 -0.148670031930 -0.270572212770
 -0.611046696570 -0.626340638590 19.552897920000 -0.076903200801 -0.195520092610
 -0.570951108720 -0.595752754550 20.068083645000 -0.057866967872 -0.128472291160
 -0.517645306400 -0.546149462880 20.247959282000 -0.053129194777 -0.090857537989
 -0.470725520730 -0.489141149920 20.349974678000 -0.045496575750 -0.067826193273
 -0.443105800620 -0.452309891540 20.439374042000 -0.036016473089 -0.033714115017
 -0.428057048410 -0.433901709690 20.469218463000 0.011105170826 0.008215264405
 -0.417559168180 -0.422212387130 20.463905903000 0.069858050697 0.059159497982
 -0.407945124220 -0.412905949230 20.404237125000 0.143112058410 0.120065330370
 -0.393490958320 -0.402984299210 20.273038697000 0.240047817470 0.201686683080
 -0.372554770550 -0.383997617440 20.217343897000 0.263873095080 0.231504647900
 -0.349669076770 -0.361111923660 20.220157318000 0.266254012330 0.229538467730
 -0.330335642670 -0.338226229880 20.259571922000 0.237178970410 0.203731363750
 -0.317769264390 -0.322445055450 20.355938781000 0.152302729600 0.127454142140
 -0.309035976790 -0.313093473330 20.408227702000 0.081898966111 0.062037258513
 -0.300460203660 -0.304978480250 20.413564969000 0.023339910648 0.003622670965
 -0.289341833820 -0.295941927070 20.375832568000 -0.022265567901 -0.049181593303
 -0.268453029470 -0.282741740570 20.243298888000 -0.050046706714 -0.087023655640
 -0.222582342250 -0.254164318370 20.147348315000 -0.055412118702 -0.093253435359
 -0.157715747250 -0.191000366130 20.137258907000 -0.056863132881 -0.094372362045
 -0.095940997750 -0.124431128360 20.147955528000 -0.056727933718 -0.093683203883
 -0.052845916580 -0.067450867140 20.279312059000 -0.055420038904 -0.088745371647
 -0.031717013260 -0.038240966030 20.410269252000 -0.029863953762 -0.048413299946
 -0.020365452930 -0.025193060490 20.439097200000 0.016678460604 0.005677631043
 -0.011087677670 -0.015537845380 20.433819051000 0.075535878807 0.061868024305
 -0.002224784880 -0.006637509960 20.367682238000 0.142887777040 0.123879087500
 0.007345251700 0.002187940200 20.235851965000 0.217258916770 0.192143188740
 0.022000750800 0.012502563100 20.032111494000 0.301139496410 0.270842206870
 0.043660565600 0.031498938600 19.964628586000 0.319476796320 0.290232640040
 0.067983819600 0.055822192600 19.936888057000 0.321935779270 0.294007368020
 0.096782574400 0.080145446600 19.934059258000 0.321694017310 0.294661321110
 0.130056830000 0.113419702200 19.930515476000 0.318614770960 0.293549030800
 0.179722774800 0.146693957800 19.930275730000 0.280968456200 0.286222909970
 0.229057380000 0.212751591900 19.929777001000 0.150177572800 0.204980186980
 0.261668956300 0.245363168200 19.926895365000 0.008013359098 0.075562089696
 0.287678419900 0.277974744500 19.915561702000 -0.129334133470 -0.068844300889
 0.307085770600 0.297382095200 19.841882228000 -0.246644368140 -0.206584996030
 0.324283982300 0.316789446000 19.282431448000 -0.335303922360 -0.317106282850
 0.338013443300 0.331778518600 18.354193989000 -0.346722691490 -0.334092232960
 0.352579857800 0.344248368100 17.657851639000 -0.277707227190 -0.285062913230
 0.369242837300 0.360911347500 17.591376087000 -0.187688947750 -0.199486947280
 0.391822409600 0.377574327000 17.576034616000 -0.171387967200 -0.183395423260
 0.420318574900 0.406070492300 17.584003303000 -0.230526774920 -0.244360474420
 0.444278700800 0.434566657500 17.840625237000 -0.418027124020 -0.431894689160
 0.461140442000 0.453990744000 18.817711807000 -0.497842303610 -0.493530126900
 0.484664344100 0.468290140000 19.471883239000 -0.504092320180 -0.498667781470
 0.509797680600 0.501038548200 19.286365058000 -0.538093751220 -0.539392602650
 0.525308777300 0.518556813000 18.283148846000 -0.567178793670 -0.580472766680
 0.541876372100 0.532060741700 17.649318896000 -0.507755273940 -0.532628994240
 0.561507632900 0.551692002500 17.690337500000 -0.270213999070 -0.304350843020
 0.584536989600 0.571323263300 18.058227470000 -0.065435325841 -0.096976678754
 0.610964442300 0.597750716000 18.196019746000 -0.042832900918 -0.074037857795
 0.656820608400 0.624178168700 18.323555625000 -0.025103325034 -0.056067309702
 0.722756232200 0.689463048200 18.338736158000 -0.063477124328 -0.089567295170
 0.788257391900 0.756049416300 18.319039152000 -0.077708252637 -0.100156746650
 0.847242589300 0.820465367500 18.036125985000 -0.060726952724 -0.074358224069
 0.888128896100 0.874019811100 17.628714981000 0.109545878470 0.053443979987
 0.916347066100 0.902237981100 17.467127247000 0.364871073980 0.282959993520
 0.936298973700 0.930456151200 17.419413545000 0.607976328240 0.555631076550
 0.945789276000 0.942141796300 17.417172779000 0.723225039660 0.678359953790
 0.951260495700 0.949436755800 17.122329077000 0.760816598460 0.716464003910
 0.954907975500 0.953084235600 16.682154352000 0.773628968590 0.727225046980
 0.957533487400 0.956731715400 16.616698349000 0.774709649780 0.727947062580
 0.959137031400 0.958335259400 16.449555655000 0.754476121370 0.707849960110
 0.960392595100 0.959938803400 15.609373579000 0.641013039210 0.595198092610
 0.961347484100 0.960846386800 15.118774066000 0.530800518500 0.485470413030
 0.962273578800 0.961848581500 14.440529917000 0.415965892640 0.371397165920
 0.963074301200 0.962698576100 13.776060031000 0.310511248360 0.266843359370
 0.963790756700 0.963450026300 13.112610287000 0.211662666110 0.169005248050
 0.964445932000 0.964131487100 12.450374306000 0.117751671890 0.076212366815
 0.965054295400 0.964760376800 11.788848493000 0.027761774766 -0.012566249231
 0.965625659400 0.965348214000 11.127899210000 -0.059020515730 -0.098056221020
 0.966167476400 0.965903104700 10.465953035000 -0.143228627360 -0.180894760160
 0.966685126900 0.966431848100 9.802581927800 -0.225287450570 -0.261509694630
 0.967181371500 0.966938405800 9.141446763500 -0.305220418060 -0.339961150070
 0.967659547200 0.967424337100 8.481313186200 -0.383325159010 -0.416524204190
 0.968122996300 0.967894757400 7.821828996100 -0.459972131960 -0.491604012630
 0.968573714400 0.968351235300 7.162403194000 -0.535313921630 -0.565334303780
 0.969013614400 0.968796193400 6.502693484200 -0.609573635680 -0.637899831590
 0.969444160100 0.969231035500 5.843430003100 -0.682729856910 -0.709435509060
 0.969866729400 0.969657284700 5.184901367700 -0.755202437780 -0.780134204630
 0.970282454400 0.970076174200 4.525688867800 -0.826724685530 -0.849970254740
 0.970660816300 0.970488734500 3.939878268800 -0.891135440330 -0.912845526200
 0.970972432300 0.970832898000 3.555014386300 -0.922626520510 -0.943222510140
 0.971308833500 0.971111966700 4.091594673700 -0.837867383000 -0.859658957050
 0.971717435100 0.971505700300 4.720586043400 -0.730023460130 -0.753132885790
 0.972144405100 0.971929169900 5.379295478100 -0.617123796960 -0.641650752910
 0.972579033500 0.972359640400 6.038483297200 -0.502705053660 -0.528515044270
 0.973022658500 0.972798426700 6.698616575100 -0.386467496350 -0.413628739200
 0.973476895000 0.973246890400 7.357536195300 -0.268073187570 -0.296471524490
 0.973943561400 0.973706899600 8.017260059400 -0.147276102820 -0.176892086470
 0.974424833400 0.974180223100 8.677248841400 -0.023610748135 -0.054388154682
 0.974923382500 0.974669443700 9.337412182600 0.103401596510 0.071521952177
 0.975442537200 0.975177321200 9.998873684500 0.234379047530 0.201468859560
 0.975986429700 0.975707753200 10.661373375000 0.370046065640 0.336185083430
 0.976560240300 0.976265106200 11.322674520000 0.511169031780 0.476460008800
 0.977171081800 0.976855374400 11.984591694000 0.659044763920 0.623606105390
 0.977828943500 0.977486789200 12.647419024000 0.815360695280 0.779321715570
 0.978548622600 0.978171097900 13.311489914000 0.982586349120 0.946109762700
 0.979353825700 0.978926147200 13.977742643000 1.164685637700 1.127960193500
 0.980287422000 0.979781504200 14.648396986000 1.368714191400 1.331996450100
 0.981288023900 0.980793339800 15.199048878000 1.578625819000 1.542225227200
 0.982270271200 0.981782708000 15.847438844000 1.776610750200 1.740417050400
 0.983210091400 0.982757834400 15.803811968000 1.813826383600 1.778062910100
 0.984132654000 0.983662348400 15.129273645000 1.711262231600 1.676172509100
 0.985089311100 0.984602959600 14.620558704000 1.600003495800 1.565425244500
 0.985991195100 0.985575662700 13.934344355000 1.486731980800 1.452951059300
 0.986775765400 0.986406727500 13.271194236000 1.382493195200 1.349632261300
 0.987480532300 0.987144803300 12.607202667000 1.284542473100 1.252712989100
 0.988126812200 0.987816261400 11.944922307000 1.191352365000 1.160661959500
 0.988728163500 0.988437363100 11.283286392000 1.101951207000 1.072488675200
 0.989293859600 0.989018963900 10.622268774000 1.015658539600 0.987500956240
 0.989831183100 0.989568755300 9.959802938000 0.931831750710 0.905050028220
 0.990344680700 0.990093610900 9.296809413800 0.850176955520 0.824845821110
 0.990837509800 0.990595750500 8.635812939600 0.770579436480 0.746749554040
 0.991313000900 0.991079269100 7.975935207600 0.692724462240 0.670433019480
 0.991773933300 0.991546732700 7.316570331100 0.616366120260 0.595660984980
 0.992222591300 0.992001133800 6.656629777800 0.541207019560 0.522123165710
 0.992660656700 0.992444048700 5.997038298700 0.467190179820 0.449768927360
 0.993089701200 0.992877264600 5.337931598500 0.394139018170 0.378406018540
 0.993511017900 0.993302137800 4.678914555200 0.321906350260 0.307881256950
 0.993925683600 0.993719898000 4.020297538400 0.250428531880 0.238130206500
 0.994291485700 0.994131469300 3.449183466900 0.187946178790 0.177155842760
 0.994788012100 0.994451502000 2.922009075900 0.142623193590 0.133332099610
 0.995461032400 0.995124522300 2.565714795900 0.125006556580 0.116842585500
 0.996115046800 0.995797542500 2.193481910200 0.106818405470 0.099835986977
 0.996745840900 0.996432551200 1.839682565500 0.089545912276 0.083688103879
 0.997373242900 0.997059130700 1.486622547300 0.072328033665 0.067593651164
 0.998045679500 0.997687355100 1.107161274400 0.053841102038 0.050315017461
 0.999202002000 0.998404003900 0.452966954150 0.022002604522 0.020560505326
