# time = 0.00180192
# Grid Points = 128
             # Temp                 # enthalpy                 # H2                 # H                 # O                 # O2                 # OH                 # H2O                 # HO2                 # H2O2                 # C                 # CH                 # CH2                 # CH2(S)                 # CH3                 # CH4                 # CO                 # CO2                 # HCO                 # CH2O                 # CH2OH                 # CH3O                 # CH3OH                 # C2H                 # C2H2                 # C2H3                 # C2H4                 # C2H5                 # C2H6                 # HCCO                 # CH2CO                 # HCCOH                 # N                 # NH                 # NH2                 # NH3                 # NNH                 # NO                 # NO2                 # N2O                 # HNO                 # CN                 # HCN                 # H2CN                 # HCNN                 # HCNO                 # HOCN                 # HNCO                 # NCO                 # N2                 # AR                 # C3H7                 # C3H8                 # CH2CHO                 # CH3CHO
   2.2720936806e+03   1.2149994999e+05   4.4595414270e-04   8.7969596197e-05   1.1051288624e-03   1.7657876603e-02   4.3234272432e-03   7.4972755081e-02   2.1403549345e-06   1.0011138788e-07   1.9278876084e-16   8.2648155266e-17   8.4316621807e-17   6.4533148130e-18   2.2678097660e-16   3.6502595058e-17   2.9246894401e-02   1.5445012393e-01   1.2886345559e-08   6.8671104025e-11   9.9997439770e-16   1.6066199346e-17   2.5464617774e-17   1.7014356603e-22   1.0960637824e-20   4.3271276805e-25   1.4973015849e-25   5.0778783884e-30   1.4183142479e-31   1.4982402955e-18   1.6776258649e-18   6.6241835649e-22   1.6901165093e-08   1.9242809367e-09   1.9002342804e-10   1.5546511833e-10   5.0646475278e-09   2.7126031978e-04   7.6444161496e-08   2.5110117657e-07   9.3265183628e-09   1.4554769202e-13   1.1388052078e-11   1.8523170664e-17   8.5536890798e-20   4.9335321322e-17   4.4531184895e-13   1.3711410409e-10   2.0623232625e-11   7.1743589624e-01  -5.9355358070e-24   1.0155917960e-44   4.2893523795e-46   3.5944622360e-23   4.9209121881e-25
   2.2720936806e+03   1.2149994999e+05   4.4595414270e-04   8.7969596197e-05   1.1051288624e-03   1.7657876603e-02   4.3234272432e-03   7.4972755081e-02   2.1403549345e-06   1.0011138788e-07   1.9278876084e-16   8.2648155266e-17   8.4316621807e-17   6.4533148130e-18   2.2678097660e-16   3.6502595058e-17   2.9246894401e-02   1.5445012393e-01   1.2886345559e-08   6.8671104025e-11   9.9997439770e-16   1.6066199346e-17   2.5464617774e-17   1.7014356603e-22   1.0960637824e-20   4.3271276805e-25   1.4973015849e-25   5.0778783884e-30   1.4183142479e-31   1.4982402955e-18   1.6776258649e-18   6.6241835649e-22   1.6901165093e-08   1.9242809367e-09   1.9002342804e-10   1.5546511833e-10   5.0646475278e-09   2.7126031978e-04   7.6444161496e-08   2.5110117657e-07   9.3265183628e-09   1.4554769202e-13   1.1388052078e-11   1.8523170664e-17   8.5536890798e-20   4.9335321322e-17   4.4531184895e-13   1.3711410409e-10   2.0623232625e-11   7.1743589624e-01  -5.9355358070e-24   1.0155917960e-44   4.2893523795e-46   3.5944622360e-23   4.9209121881e-25
   2.2721188538e+03   1.2149994999e+05   4.4591254201e-04   8.7948979430e-05   1.1049034231e-03   1.7656380311e-02   4.3231575966e-03   7.4973436918e-02   2.1400451861e-06   1.0010122832e-07   1.9281383739e-16   8.2632812222e-17   8.4301862748e-17   6.4514529018e-18   2.2670856448e-16   3.6494931546e-17   2.9244900696e-02   1.5445322684e-01   1.2881836503e-08   6.8661103359e-11   9.9946318087e-16   1.6058399781e-17   2.5456590297e-17   1.7013814845e-22   1.0960529525e-20   4.3251914792e-25   1.4963554779e-25   5.0727755443e-30   1.4169260407e-31   1.4981758882e-18   1.6772738533e-18   6.6246493952e-22   1.6906730294e-08   1.9248349871e-09   1.9015090067e-10   1.5558129994e-10   5.0635772484e-09   2.7172251678e-04   7.6577991363e-08   2.5110857583e-07   9.3401466055e-09   1.4562557092e-13   1.1394416828e-11   1.8528157588e-17   8.5512895919e-20   4.9379274092e-17   4.4561922082e-13   1.3720548979e-10   2.0635421764e-11   7.1743568044e-01  -6.1518781678e-24   1.0141443686e-44   4.2823449188e-46   3.5919569314e-23   4.9182295608e-25
   2.2721188537e+03   1.2149994999e+05   4.4591254201e-04   8.7948979430e-05   1.1049034231e-03   1.7656380311e-02   4.3231575966e-03   7.4973436918e-02   2.1400451861e-06   1.0010122832e-07   1.9281383739e-16   8.2632812222e-17   8.4301862748e-17   6.4514529018e-18   2.2670856448e-16   3.6494931546e-17   2.9244900696e-02   1.5445322684e-01   1.2881836503e-08   6.8661103359e-11   9.9946318087e-16   1.6058399781e-17   2.5456590297e-17   1.7013814845e-22   1.0960529525e-20   4.3251914792e-25   1.4963554779e-25   5.0727755443e-30   1.4169260407e-31   1.4981758882e-18   1.6772738533e-18   6.6246493952e-22   1.6906730294e-08   1.9248349871e-09   1.9015090067e-10   1.5558129994e-10   5.0635772484e-09   2.7172251678e-04   7.6577991363e-08   2.5110857583e-07   9.3401466055e-09   1.4562557092e-13   1.1394416828e-11   1.8528157588e-17   8.5512895919e-20   4.9379274092e-17   4.4561922082e-13   1.3720548979e-10   2.0635421764e-11   7.1743568044e-01  -6.1518781678e-24   1.0141443686e-44   4.2823449188e-46   3.5919569314e-23   4.9182295608e-25
   2.2704843275e+03   1.2149994999e+05   4.4857852481e-04   8.9081378972e-05   1.1172617168e-03   1.7740721365e-02   4.3400998759e-03   7.4930499602e-02   2.1557830518e-06   1.0060301405e-07   1.9142382884e-16   8.3585385559e-17   8.5168847548e-17   6.5448137636e-18   2.3026728747e-16   3.6885635490e-17   2.9374626565e-02   1.5424937306e-01   1.3114288475e-08   6.9276327233e-11   1.0240473180e-15   1.6437495074e-17   2.5889667752e-17   1.7062198716e-22   1.0971234742e-20   4.4153857563e-25   1.5262120159e-25   5.2372245029e-30   1.4645415563e-31   1.5029616894e-18   1.6975304675e-18   6.5865167185e-22   1.6862696874e-08   1.9350459932e-09   1.8947933838e-10   1.5405756984e-10   5.1236552007e-09   2.7095908946e-04   7.6085700594e-08   2.5051316954e-07   9.3742819867e-09   1.4496372804e-13   1.1315385660e-11   1.8717850947e-17   8.6842421356e-20   4.8389077575e-17   4.3820822268e-13   1.3552684558e-10   2.0492241881e-11   7.1743603732e-01  -6.3682205285e-24   1.0577348736e-44   4.4856949989e-46   3.7032574248e-23   5.0501026791e-25
   2.2704843275e+03   1.2149994999e+05   4.4857852481e-04   8.9081378972e-05   1.1172617168e-03   1.7740721365e-02   4.3400998759e-03   7.4930499602e-02   2.1557830518e-06   1.0060301405e-07   1.9142382884e-16   8.3585385559e-17   8.5168847548e-17   6.5448137636e-18   2.3026728747e-16   3.6885635490e-17   2.9374626565e-02   1.5424937306e-01   1.3114288475e-08   6.9276327233e-11   1.0240473180e-15   1.6437495074e-17   2.5889667752e-17   1.7062198716e-22   1.0971234742e-20   4.4153857563e-25   1.5262120159e-25   5.2372245029e-30   1.4645415563e-31   1.5029616894e-18   1.6975304675e-18   6.5865167185e-22   1.6862696874e-08   1.9350459932e-09   1.8947933838e-10   1.5405756984e-10   5.1236552007e-09   2.7095908946e-04   7.6085700594e-08   2.5051316954e-07   9.3742819867e-09   1.4496372804e-13   1.1315385660e-11   1.8717850947e-17   8.6842421356e-20   4.8389077575e-17   4.3820822268e-13   1.3552684558e-10   2.0492241881e-11   7.1743603732e-01  -6.3682205285e-24   1.0577348736e-44   4.4856949989e-46   3.7032574248e-23   5.0501026791e-25
   2.2721188544e+03   1.2149994999e+05   4.4591253912e-04   8.7948971535e-05   1.1049033853e-03   1.7656380162e-02   4.3231578496e-03   7.4973436881e-02   2.1400450474e-06   1.0010122052e-07   1.9281405648e-16   8.2632849753e-17   8.4301892036e-17   6.4514545943e-18   2.2670856900e-16   3.6494932736e-17   2.9244900727e-02   1.5445322679e-01   1.2881833597e-08   6.8661103899e-11   9.9946284093e-16   1.6058394924e-17   2.5456585222e-17   1.7013825414e-22   1.0960534031e-20   4.3234011484e-25   1.4801873739e-25   5.0208337223e-30   1.4086228219e-31   1.4981766178e-18   1.6772739229e-18   6.6246589831e-22   1.6906738195e-08   1.9248352384e-09   1.9015094020e-10   1.5558132539e-10   5.0635770462e-09   2.7172251708e-04   7.6577997312e-08   2.5110858518e-07   9.3401451842e-09   1.4562561665e-13   1.1394417697e-11   1.8528152435e-17   8.5512910533e-20   4.9379282986e-17   4.4561934929e-13   1.3720550661e-10   2.0635427375e-11   7.1743568044e-01  -6.1518781678e-24   1.0017781875e-44   4.2555858545e-46   3.5919550721e-23   4.9182273051e-25
   2.2721188544e+03   1.2149994999e+05   4.4591253912e-04   8.7948971535e-05   1.1049033853e-03   1.7656380162e-02   4.3231578496e-03   7.4973436881e-02   2.1400450474e-06   1.0010122052e-07   1.9281405648e-16   8.2632849753e-17   8.4301892036e-17   6.4514545943e-18   2.2670856900e-16   3.6494932736e-17   2.9244900727e-02   1.5445322679e-01   1.2881833597e-08   6.8661103899e-11   9.9946284093e-16   1.6058394924e-17   2.5456585222e-17   1.7013825414e-22   1.0960534031e-20   4.3234011484e-25   1.4801873739e-25   5.0208337223e-30   1.4086228219e-31   1.4981766178e-18   1.6772739229e-18   6.6246589831e-22   1.6906738195e-08   1.9248352384e-09   1.9015094020e-10   1.5558132539e-10   5.0635770462e-09   2.7172251708e-04   7.6577997312e-08   2.5110858518e-07   9.3401451842e-09   1.4562561665e-13   1.1394417697e-11   1.8528152435e-17   8.5512910533e-20   4.9379282986e-17   4.4561934929e-13   1.3720550661e-10   2.0635427375e-11   7.1743568044e-01  -6.1518781678e-24   1.0017781875e-44   4.2555858545e-46   3.5919550721e-23   4.9182273051e-25
   2.2729085321e+03   1.2149994999e+05   4.4463145009e-04   8.7408927039e-05   1.0990017767e-03   1.7615863069e-02   4.3149842582e-03   7.4994075445e-02   2.1325614276e-06   9.9863583938e-08   1.9345506697e-16   8.2170116231e-17   8.3882454409e-17   6.4068206797e-18   2.2501760084e-16   3.6309850244e-17   2.9182025116e-02   1.5455207555e-01   1.2771297339e-08   6.8364844427e-11   9.8783053008e-16   1.5878875615e-17   2.5250397402e-17   1.6988542253e-22   1.0954417027e-20   4.2824219449e-25   1.4826997038e-25   4.9975223841e-30   1.3950124376e-31   1.4957454081e-18   1.6675526072e-18   6.6425438967e-22   1.6919910930e-08   1.9188378389e-09   1.9029948813e-10   1.5618006854e-10   5.0348742182e-09   2.7142518599e-04   7.6627655688e-08   2.5139699191e-07   9.3029621056e-09   1.4584682295e-13   1.1425507395e-11   1.8426848195e-17   8.4874981830e-20   4.9825184924e-17   4.4892302075e-13   1.3792711239e-10   2.0689554563e-11   7.1743581905e-01  -5.7067719271e-24   9.9428622930e-45   4.1902963982e-46   3.5395468159e-23   4.8560338408e-25
   2.2729085321e+03   1.2149994999e+05   4.4463145009e-04   8.7408927039e-05   1.0990017767e-03   1.7615863069e-02   4.3149842582e-03   7.4994075445e-02   2.1325614276e-06   9.9863583938e-08   1.9345506697e-16   8.2170116231e-17   8.3882454409e-17   6.4068206797e-18   2.2501760084e-16   3.6309850244e-17   2.9182025116e-02   1.5455207555e-01   1.2771297339e-08   6.8364844427e-11   9.8783053008e-16   1.5878875615e-17   2.5250397402e-17   1.6988542253e-22   1.0954417027e-20   4.2824219449e-25   1.4826997038e-25   4.9975223841e-30   1.3950124376e-31   1.4957454081e-18   1.6675526072e-18   6.6425438967e-22   1.6919910930e-08   1.9188378389e-09   1.9029948813e-10   1.5618006854e-10   5.0348742182e-09   2.7142518599e-04   7.6627655688e-08   2.5139699191e-07   9.3029621056e-09   1.4584682295e-13   1.1425507395e-11   1.8426848195e-17   8.4874981830e-20   4.9825184924e-17   4.4892302075e-13   1.3792711239e-10   2.0689554563e-11   7.1743581905e-01  -5.7067719271e-24   9.9428622930e-45   4.1902963982e-46   3.5395468159e-23   4.8560338408e-25
