# time = 180.001
# Grid Points = 1024
                 # mixf_00                 # mixf_01                 # mixf_02
  -5.0000000000e-01  -5.3086699556e-01  -6.5863938859e-01
  -5.0000000000e-01  -5.3086699556e-01  -3.6514909544e-01
  -5.0000000000e-01  -5.3086699556e-01  -3.6514909544e-01
  -5.0000000000e-01  -5.3086699556e-01  -6.5863938859e-01
  -5.0000000000e-01  -5.3086699556e-01  -6.5863938859e-01
  -5.0000000000e-01  -5.3086699556e-01  -3.6514909544e-01
  -5.0000000000e-01  -5.3086699556e-01  -3.6514909544e-01
  -5.0000000000e-01  -5.3086699556e-01  -9.1133633885e-01
  -5.0000000000e-01  -5.3086699556e-01  -9.1133633885e-01
  -5.0000000000e-01  -5.3086699556e-01  -7.8688760923e-01
  -5.0000000000e-01  -5.3086699556e-01  -7.8688760923e-01
  -5.0000000000e-01  -3.6258750467e-01  -2.6494649097e-01
  -5.0000000000e-01  -3.6258750467e-01  -2.6494649097e-01
